"targetId","comparatorId","outcomeId","outcomeName","type"
11400,11403,439935,"Abnormal posture","outcome"
11400,11403,4214610,"Abscess of abdominal wall","outcome"
11400,11403,46273539,"Acute bronchospasm","outcome"
11400,11403,4051332,"Acute mycoplasmal bronchitis","outcome"
11400,11403,257011,"Acute upper respiratory infection","outcome"
11400,11403,4081648,"Acute vaginitis","outcome"
11400,11403,442306,"Adjustment disorder with depressed mood","outcome"
11400,11403,435243,"Alcohol dependence","outcome"
11400,11403,4090425,"Altered sensation of skin","outcome"
11400,11403,4155909,"Anesthesia of skin","outcome"
11400,11403,4102935,"Anhedonia","outcome"
11400,11403,4241530,"Asymptomatic human immunodeficiency virus infection","outcome"
11400,11403,438409,"Attention deficit hyperactivity disorder","outcome"
11400,11403,132736,"Bacteremia","outcome"
11400,11403,436339,"Bacterial infection due to Klebsiella pneumoniae","outcome"
11400,11403,432876,"Bipolar I disorder","outcome"
11400,11403,4307956,"Bipolar II disorder","outcome"
11400,11403,4042728,"Blood glucose abnormal","outcome"
11400,11403,434626,"Borderline personality disorder","outcome"
11400,11403,4084966,"Candida infection of genital region","outcome"
11400,11403,434327,"Cannabis abuse","outcome"
11400,11403,4213540,"Cervical somatic dysfunction","outcome"
11400,11403,432738,"Chronic fatigue syndrome","outcome"
11400,11403,198964,"Chronic hepatitis C","outcome"
11400,11403,440704,"Chronic pain syndrome","outcome"
11400,11403,443414,"Chronic post-traumatic stress disorder","outcome"
11400,11403,441835,"Chronic schizoaffective schizophrenia","outcome"
11400,11403,432303,"Cocaine abuse","outcome"
11400,11403,440693,"Continuous opioid dependence","outcome"
11400,11403,4114624,"Coordination problem","outcome"
11400,11403,4311591,"Cramp in limb","outcome"
11400,11403,201606,"Crohn's disease","outcome"
11400,11403,42873170,"Dependence on supplemental oxygen","outcome"
11400,11403,4009303,"Diabetic ketoacidosis without coma","outcome"
11400,11403,432730,"Difficulty speaking","outcome"
11400,11403,4268911,"Disorientated","outcome"
11400,11403,31317,"Dysphagia","outcome"
11400,11403,439002,"Eating disorder","outcome"
11400,11403,4279553,"Eosinophilic asthma","outcome"
11400,11403,4059015,"Falls","outcome"
11400,11403,195007,"Female stress incontinence","outcome"
11400,11403,195079,"Functional urinary incontinence","outcome"
11400,11403,4168217,"Generalized hyperhidrosis","outcome"
11400,11403,440329,"Herpes zoster without complication","outcome"
11400,11403,37016349,"Hyperglycemia due to type 2 diabetes mellitus","outcome"
11400,11403,133729,"Hyperparathyroidism","outcome"
11400,11403,40481299,"Idiopathic sleep related non-obstructive alveolar hypoventilation","outcome"
11400,11403,40481385,"Imaging of abdomen abnormal","outcome"
11400,11403,40482267,"Imaging of gastrointestinal tract abnormal","outcome"
11400,11403,374375,"Impacted cerumen","outcome"
11400,11403,4308509,"Impaired fasting glycaemia","outcome"
11400,11403,4344500,"Impingement syndrome of shoulder region","outcome"
11400,11403,197675,"Incontinence of feces","outcome"
11400,11403,441417,"Incoordination","outcome"
11400,11403,4012368,"Increased frequency of urination","outcome"
11400,11403,40481816,"Infection by methicillin sensitive Staphylococcus aureus","outcome"
11400,11403,440320,"Infection due to Escherichia coli","outcome"
11400,11403,139099,"Ingrowing nail","outcome"
11400,11403,4168222,"Intra-abdominal and pelvic swelling, mass and lump","outcome"
11400,11403,439770,"Ketoacidosis in type 1 diabetes mellitus","outcome"
11400,11403,443734,"Ketoacidosis in type 2 diabetes mellitus","outcome"
11400,11403,4093672,"Knee stiff","outcome"
11400,11403,136495,"Lichenification and lichen simplex chronicus","outcome"
11400,11403,4168700,"Localized enlarged lymph nodes","outcome"
11400,11403,443600,"Localized infection of skin AND/OR subcutaneous tissue","outcome"
11400,11403,4166126,"Localized swelling, mass and lump, trunk","outcome"
11400,11403,436078,"Malnutrition of moderate degree","outcome"
11400,11403,4059049,"Mammography abnormal","outcome"
11400,11403,440940,"Methicillin resistant Staphylococcus aureus infection","outcome"
11400,11403,4096196,"Mild protein-calorie malnutrition","outcome"
11400,11403,443524,"Mixed urinary incontinence","outcome"
11400,11403,436682,"Moderate intellectual disability","outcome"
11400,11403,4098458,"Moderate protein-calorie malnutrition","outcome"
11400,11403,4195085,"Nasal congestion","outcome"
